2021-Jun-07 16:26:26 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:26:31 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:03 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:08 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:08 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:08 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:14 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:14 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:14 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:14 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:14 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:21 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:21 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:21 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:21 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:21 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:21 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:21 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:27 - test_login.py - test_login.py - [line:17] - DEBUG - ----test: login start----
2021-Jun-07 16:30:33 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:33 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:33 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:33 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:30:33 - test_login.py - test_login.py - [line:19] - DEBUG - ----test: login end ----
2021-Jun-07 16:36:33 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-0]>> start----
2021-Jun-07 16:36:38 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-0]>> end----
2021-Jun-07 16:36:38 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-1]>> start----
2021-Jun-07 16:36:38 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-1]>> start----
2021-Jun-07 16:36:43 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-1]>> end----
2021-Jun-07 16:36:43 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-1]>> end----
2021-Jun-07 16:36:43 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-2]>> start----
2021-Jun-07 16:36:43 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-2]>> start----
2021-Jun-07 16:36:43 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-2]>> start----
2021-Jun-07 16:36:50 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-2]>> end----
2021-Jun-07 16:36:50 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-2]>> end----
2021-Jun-07 16:36:50 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-2]>> end----
2021-Jun-07 16:36:51 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> start----
2021-Jun-07 16:36:51 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> start----
2021-Jun-07 16:36:51 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> start----
2021-Jun-07 16:36:51 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> start----
2021-Jun-07 16:36:56 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> end----
2021-Jun-07 16:36:56 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> end----
2021-Jun-07 16:36:56 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> end----
2021-Jun-07 16:36:56 - test_login.py - test_login.py - [line:19] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-3]>> end----
2021-Jun-07 16:36:56 - test_login.py - test_login.py - [line:17] - DEBUG - ----test:login;num:<SubRequest 'func_fixure' for <Function test_login[0-4]>> start----
